--- Unified Training v2 (Enhanced) ---
Rank: 0 / 1
Labels: 116
Train: 659 | Val: 165
Epoch 3 | 40/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat109 | Loss = 2.6590
Epoch 3 | 50/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat10 | Loss = 3.5891
Epoch 3 | 60/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat86 | Loss = 2.9465
Epoch 3 | 70/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_3__Pat30 | Loss = 5.0446
Epoch 3 | 80/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_2__Pat104 | Loss = 3.3072
Epoch 3 | 90/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_7__Pat20 | Loss = 2.1757
Epoch 3 | 100/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_0__Pat127 | Loss = 2.9871
Epoch 3 | 120/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat31 | Loss = 34.7114
Epoch 3 | 130/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_3__Pat21 | Loss = 3.2439
Epoch 3 | 140/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_2__Pat91 | Loss = 5.7849
Epoch 3 | 160/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_2__Pat118 | Loss = 2.7505
Epoch 3 | 170/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_0__Pat29 | Loss = 3.3172
Epoch 3 | 180/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat28 | Loss = 4.2416
Epoch 3 | 190/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat121 | Loss = 4.4115
Epoch 3 | 200/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_7__Pat114 | Loss = 2.1996
Epoch 3 | 210/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat30 | Loss = 30.8603
Epoch 3 | 230/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_3__Pat35 | Loss = 25.6550
Epoch 3 | 240/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_3__Pat46 | Loss = 28.2884
Epoch 3 | 250/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_2__Pat47 | Loss = 4.0343
Epoch 3 | 260/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat101 | Loss = 4.9936
Epoch 3 | 280/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_3__Pat10 | Loss = 1.5683
Epoch 3 | 290/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_2__Pat45 | Loss = 12.5685
Epoch 3 | 300/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat25 | Loss = 5.1922
Epoch 3 | 310/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat90 | Loss = 6.6630
Epoch 3 | 320/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat54 | Loss = 5.9035
Epoch 3 | 330/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_2__Pat30 | Loss = 5.8818
Epoch 3 | 340/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_3__Pat51 | Loss = 3.0592
Epoch 3 | 350/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat15 | Loss = 3.3881
Epoch 3 | 370/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_2__Pat11 | Loss = 33.4239
Epoch 3 | 380/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat124 | Loss = 3.1752
Epoch 3 | 390/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_0__Pat27 | Loss = 19.5050
Epoch 3 | 400/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_0__Pat20 | Loss = 2.4269
Epoch 3 | 420/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_0__Pat56 | Loss = 2.2618
Epoch 3 | 440/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat15 | Loss = 2.9738
Epoch 3 | 460/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_2__Pat20 | Loss = 3.5423
Epoch 3 | 470/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_0__Pat9 | Loss = 37.9604
Epoch 3 | 480/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_2__Pat87 | Loss = 25.7469
